Drug1,Drug2,Cell line,ZIP,classification
5-fluorouracil,Y0217,CAOV3_OVARY,9.72,synergy
5-fluorouracil,Y0217,CAOV3_OVARY,-11.56,antagonism
MK-1775,NVP-BEZ235,CAOV3_OVARY,-5.02,antagonism
MK-1775,NVP-BEZ235,CAOV3_OVARY,-11.61,antagonism
MK-1775,Y0217,CAOV3_OVARY,-7.14,antagonism
MK-1775,Y0217,CAOV3_OVARY,-7.17,antagonism
MK-1775,Y0217,CAOV3_OVARY,-9.25,antagonism
MK-1775,Y0217,CAOV3_OVARY,-17.31,antagonism
L-778123,MK-1775,CAOV3_OVARY,-5.63,antagonism
L-778123,MK-1775,CAOV3_OVARY,-10.1,antagonism
L-778123,MK-1775,CAOV3_OVARY,-10.77,antagonism
L-778123,MK-1775,CAOV3_OVARY,-13.59,antagonism
L-778123,ridaforolimus,CAOV3_OVARY,-12.35,antagonism
L-778123,ridaforolimus,CAOV3_OVARY,-11.54,antagonism
L-778123,ridaforolimus,CAOV3_OVARY,-12.84,antagonism
L-778123,ridaforolimus,CAOV3_OVARY,-13.24,antagonism
MK-2206 dihydrochloride,ridaforolimus,CAOV3_OVARY,-7.53,antagonism
MK-2206 dihydrochloride,ridaforolimus,CAOV3_OVARY,-5.28,antagonism
MK-2206 dihydrochloride,ridaforolimus,CAOV3_OVARY,-12.09,antagonism
niraparib,Y0217,CAOV3_OVARY,7.12,synergy
niraparib,Y0217,CAOV3_OVARY,-11.98,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,CAOV3_OVARY,18.78,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,CAOV3_OVARY,12.9,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,CAOV3_OVARY,13.31,synergy
5-fluorouracil,Y0217,COLO320_LARGE_INTESTINE,-9.47,antagonism
5-fluorouracil,Y0217,COLO320_LARGE_INTESTINE,-7.88,antagonism
5-fluorouracil,Y0217,COLO320_LARGE_INTESTINE,-7.86,antagonism
5-fluorouracil,Y0217,COLO320_LARGE_INTESTINE,-9.54,antagonism
MK-1775,NVP-BEZ235,COLO320_LARGE_INTESTINE,-5.35,antagonism
MK-1775,Y0217,COLO320_LARGE_INTESTINE,13.53,synergy
MK-1775,Y0217,COLO320_LARGE_INTESTINE,12.35,synergy
MK-1775,Y0217,COLO320_LARGE_INTESTINE,12.96,synergy
L-778123,MK-1775,COLO320_LARGE_INTESTINE,-7.23,antagonism
L-778123,ridaforolimus,COLO320_LARGE_INTESTINE,-6.42,antagonism
L-778123,ridaforolimus,COLO320_LARGE_INTESTINE,-6,antagonism
L-778123,ridaforolimus,COLO320_LARGE_INTESTINE,-6.87,antagonism
MK-2206 dihydrochloride,ridaforolimus,COLO320_LARGE_INTESTINE,-8.71,antagonism
MK-2206 dihydrochloride,ridaforolimus,COLO320_LARGE_INTESTINE,-8.46,antagonism
MK-2206 dihydrochloride,ridaforolimus,COLO320_LARGE_INTESTINE,-5.97,antagonism
MK-2206 dihydrochloride,ridaforolimus,COLO320_LARGE_INTESTINE,-6.24,antagonism
niraparib,Y0217,COLO320_LARGE_INTESTINE,-8.91,antagonism
niraparib,Y0217,COLO320_LARGE_INTESTINE,-9.36,antagonism
niraparib,Y0217,COLO320_LARGE_INTESTINE,-5.49,antagonism
niraparib,Y0217,COLO320_LARGE_INTESTINE,-5.14,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,COLO320_LARGE_INTESTINE,-6.36,antagonism
5-fluorouracil,Y0217,EFM192A_BREAST,-9.38,antagonism
MK-1775,NVP-BEZ235,EFM192A_BREAST,-8.27,antagonism
MK-1775,Y0217,EFM192A_BREAST,17.89,synergy
MK-1775,Y0217,EFM192A_BREAST,18.07,synergy
MK-1775,Y0217,EFM192A_BREAST,19.41,synergy
MK-1775,Y0217,EFM192A_BREAST,-9.09,antagonism
L-778123,MK-1775,EFM192A_BREAST,-10.07,antagonism
L-778123,MK-1775,EFM192A_BREAST,-9.66,antagonism
L-778123,MK-1775,EFM192A_BREAST,-7.54,antagonism
L-778123,ridaforolimus,EFM192A_BREAST,8.06,synergy
L-778123,ridaforolimus,EFM192A_BREAST,10.51,synergy
L-778123,ridaforolimus,EFM192A_BREAST,-11.96,antagonism
MK-2206 dihydrochloride,ridaforolimus,EFM192A_BREAST,6.22,synergy
MK-2206 dihydrochloride,ridaforolimus,EFM192A_BREAST,5.14,synergy
MK-2206 dihydrochloride,ridaforolimus,EFM192A_BREAST,-6.44,antagonism
niraparib,Y0217,EFM192A_BREAST,-8.15,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,EFM192A_BREAST,-7.08,antagonism
5-fluorouracil,Y0217,ES2_OVARY,-8.5,antagonism
MK-1775,NVP-BEZ235,ES2_OVARY,9.69,synergy
MK-1775,NVP-BEZ235,ES2_OVARY,9.64,synergy
MK-1775,NVP-BEZ235,ES2_OVARY,7.07,synergy
MK-1775,NVP-BEZ235,ES2_OVARY,-5.76,antagonism
MK-1775,Y0217,ES2_OVARY,25.86,synergy
MK-1775,Y0217,ES2_OVARY,24.95,synergy
MK-1775,Y0217,ES2_OVARY,23.7,synergy
L-778123,MK-1775,ES2_OVARY,11.48,synergy
L-778123,MK-1775,ES2_OVARY,8.75,synergy
L-778123,MK-1775,ES2_OVARY,8.29,synergy
L-778123,MK-1775,ES2_OVARY,-7.81,antagonism
L-778123,ridaforolimus,ES2_OVARY,5.4,synergy
L-778123,ridaforolimus,ES2_OVARY,8.96,synergy
L-778123,ridaforolimus,ES2_OVARY,-9.29,antagonism
MK-2206 dihydrochloride,ridaforolimus,ES2_OVARY,-8.23,antagonism
niraparib,Y0217,ES2_OVARY,-5.39,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,ES2_OVARY,18.17,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,ES2_OVARY,18.36,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,ES2_OVARY,12.28,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,ES2_OVARY,-6.73,antagonism
5-fluorouracil,Y0217,HCT116_LARGE_INTESTINE,-5.24,antagonism
MK-1775,NVP-BEZ235,HCT116_LARGE_INTESTINE,12.35,synergy
MK-1775,NVP-BEZ235,HCT116_LARGE_INTESTINE,14.35,synergy
MK-1775,NVP-BEZ235,HCT116_LARGE_INTESTINE,12.97,synergy
MK-1775,Y0217,HCT116_LARGE_INTESTINE,31.78,synergy
MK-1775,Y0217,HCT116_LARGE_INTESTINE,30.66,synergy
MK-1775,Y0217,HCT116_LARGE_INTESTINE,32.52,synergy
MK-1775,Y0217,HCT116_LARGE_INTESTINE,-6.83,antagonism
L-778123,MK-1775,HCT116_LARGE_INTESTINE,14.96,synergy
L-778123,MK-1775,HCT116_LARGE_INTESTINE,13.32,synergy
L-778123,MK-1775,HCT116_LARGE_INTESTINE,16.52,synergy
L-778123,MK-1775,HCT116_LARGE_INTESTINE,-10.83,antagonism
L-778123,ridaforolimus,HCT116_LARGE_INTESTINE,10.12,synergy
L-778123,ridaforolimus,HCT116_LARGE_INTESTINE,8.2,synergy
L-778123,ridaforolimus,HCT116_LARGE_INTESTINE,7.64,synergy
L-778123,ridaforolimus,HCT116_LARGE_INTESTINE,-5.38,antagonism
MK-2206 dihydrochloride,ridaforolimus,HCT116_LARGE_INTESTINE,6.8,synergy
MK-2206 dihydrochloride,ridaforolimus,HCT116_LARGE_INTESTINE,6.77,synergy
niraparib,Y0217,HCT116_LARGE_INTESTINE,7.32,synergy
niraparib,Y0217,HCT116_LARGE_INTESTINE,11.24,synergy
niraparib,Y0217,HCT116_LARGE_INTESTINE,10.19,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HCT116_LARGE_INTESTINE,17.83,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HCT116_LARGE_INTESTINE,13.83,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,HCT116_LARGE_INTESTINE,14.03,synergy
5-fluorouracil,Y0217,HT29_LARGE_INTESTINE,-5.24,antagonism
5-fluorouracil,Y0217,HT29_LARGE_INTESTINE,-9.23,antagonism
5-fluorouracil,Y0217,HT29_LARGE_INTESTINE,-7.33,antagonism
MK-1775,NVP-BEZ235,HT29_LARGE_INTESTINE,-5.2,antagonism
MK-1775,Y0217,HT29_LARGE_INTESTINE,20.91,synergy
MK-1775,Y0217,HT29_LARGE_INTESTINE,19.73,synergy
MK-1775,Y0217,HT29_LARGE_INTESTINE,21.19,synergy
L-778123,MK-1775,HT29_LARGE_INTESTINE,-5.46,antagonism
L-778123,MK-1775,HT29_LARGE_INTESTINE,-6.39,antagonism
L-778123,ridaforolimus,HT29_LARGE_INTESTINE,7.39,synergy
L-778123,ridaforolimus,HT29_LARGE_INTESTINE,-11.59,antagonism
MK-2206 dihydrochloride,ridaforolimus,HT29_LARGE_INTESTINE,-13.05,antagonism
niraparib,Y0217,HT29_LARGE_INTESTINE,-8.55,antagonism
niraparib,Y0217,HT29_LARGE_INTESTINE,-12.05,antagonism
niraparib,Y0217,HT29_LARGE_INTESTINE,-8.15,antagonism
niraparib,Y0217,HT29_LARGE_INTESTINE,-5.44,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-6.54,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-7.22,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-6.34,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-6.55,antagonism
5-fluorouracil,Y0217,LOVO_LARGE_INTESTINE,-8.62,antagonism
MK-1775,NVP-BEZ235,LOVO_LARGE_INTESTINE,-6.79,antagonism
MK-1775,NVP-BEZ235,LOVO_LARGE_INTESTINE,-6.03,antagonism
MK-1775,NVP-BEZ235,LOVO_LARGE_INTESTINE,-11.24,antagonism
MK-1775,Y0217,LOVO_LARGE_INTESTINE,6.96,synergy
MK-1775,Y0217,LOVO_LARGE_INTESTINE,-9.39,antagonism
L-778123,MK-1775,LOVO_LARGE_INTESTINE,-8.73,antagonism
L-778123,MK-1775,LOVO_LARGE_INTESTINE,-11.43,antagonism
L-778123,MK-1775,LOVO_LARGE_INTESTINE,-8.78,antagonism
L-778123,MK-1775,LOVO_LARGE_INTESTINE,-14.01,antagonism
L-778123,ridaforolimus,LOVO_LARGE_INTESTINE,-14.85,antagonism
MK-2206 dihydrochloride,ridaforolimus,LOVO_LARGE_INTESTINE,-14.36,antagonism
niraparib,Y0217,LOVO_LARGE_INTESTINE,-11.23,antagonism
niraparib,Y0217,LOVO_LARGE_INTESTINE,-11.61,antagonism
niraparib,Y0217,LOVO_LARGE_INTESTINE,-7.11,antagonism
niraparib,Y0217,LOVO_LARGE_INTESTINE,-11.3,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,LOVO_LARGE_INTESTINE,-7.76,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,LOVO_LARGE_INTESTINE,-6.65,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,LOVO_LARGE_INTESTINE,-5.05,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,LOVO_LARGE_INTESTINE,-9.74,antagonism
5-fluorouracil,Y0217,NCIH1650_LUNG,9.11,synergy
5-fluorouracil,Y0217,NCIH1650_LUNG,8.59,synergy
5-fluorouracil,Y0217,NCIH1650_LUNG,-9.82,antagonism
MK-1775,NVP-BEZ235,NCIH1650_LUNG,-8.92,antagonism
MK-1775,Y0217,NCIH1650_LUNG,19.2,synergy
MK-1775,Y0217,NCIH1650_LUNG,20.51,synergy
MK-1775,Y0217,NCIH1650_LUNG,19.83,synergy
MK-1775,Y0217,NCIH1650_LUNG,-7.45,antagonism
L-778123,MK-1775,NCIH1650_LUNG,-10.3,antagonism
L-778123,MK-1775,NCIH1650_LUNG,-14.06,antagonism
L-778123,MK-1775,NCIH1650_LUNG,-8.17,antagonism
L-778123,MK-1775,NCIH1650_LUNG,-12.41,antagonism
L-778123,ridaforolimus,NCIH1650_LUNG,8.14,synergy
L-778123,ridaforolimus,NCIH1650_LUNG,10.92,synergy
L-778123,ridaforolimus,NCIH1650_LUNG,10.01,synergy
L-778123,ridaforolimus,NCIH1650_LUNG,-10.79,antagonism
MK-2206 dihydrochloride,ridaforolimus,NCIH1650_LUNG,6.77,synergy
MK-2206 dihydrochloride,ridaforolimus,NCIH1650_LUNG,5.18,synergy
MK-2206 dihydrochloride,ridaforolimus,NCIH1650_LUNG,-9.29,antagonism
niraparib,Y0217,NCIH1650_LUNG,-6.98,antagonism
5-fluorouracil,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-7.21,antagonism
5-fluorouracil,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-5.51,antagonism
5-fluorouracil,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-8.3,antagonism
MK-1775,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-5.32,antagonism
L-778123,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,-8.12,antagonism
L-778123,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,-5.34,antagonism
L-778123,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,-7.98,antagonism
L-778123,ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,-8.72,antagonism
MK-2206 dihydrochloride,ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,9.49,synergy
MK-2206 dihydrochloride,ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,8.52,synergy
MK-2206 dihydrochloride,ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,-9.93,antagonism
niraparib,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-11,antagonism
niraparib,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-12.43,antagonism
niraparib,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-12.46,antagonism
niraparib,Y0217,SF268_CENTRAL_NERVOUS_SYSTEM,-7.74,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,SF268_CENTRAL_NERVOUS_SYSTEM,-12.45,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,SF268_CENTRAL_NERVOUS_SYSTEM,-13.66,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,SF268_CENTRAL_NERVOUS_SYSTEM,-11.6,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,SF268_CENTRAL_NERVOUS_SYSTEM,-7.57,antagonism
5-fluorouracil,Y0217,NCIH23_LUNG,-7.41,antagonism
5-fluorouracil,Y0217,NCIH23_LUNG,-5.78,antagonism
5-fluorouracil,Y0217,NCIH23_LUNG,-7.11,antagonism
5-fluorouracil,Y0217,NCIH23_LUNG,-8.16,antagonism
MK-1775,NVP-BEZ235,NCIH23_LUNG,-5.81,antagonism
MK-1775,Y0217,NCIH23_LUNG,12.37,synergy
MK-1775,Y0217,NCIH23_LUNG,15.58,synergy
MK-1775,Y0217,NCIH23_LUNG,12.48,synergy
L-778123,MK-1775,NCIH23_LUNG,-7.89,antagonism
L-778123,ridaforolimus,NCIH23_LUNG,-5.21,antagonism
L-778123,ridaforolimus,NCIH23_LUNG,-13.68,antagonism
MK-2206 dihydrochloride,ridaforolimus,NCIH23_LUNG,-5.49,antagonism
MK-2206 dihydrochloride,ridaforolimus,NCIH23_LUNG,-8.88,antagonism
MK-2206 dihydrochloride,ridaforolimus,NCIH23_LUNG,-9.94,antagonism
niraparib,Y0217,NCIH23_LUNG,-7.44,antagonism
niraparib,7-ethyl-10-hydroxycamptothecin,NCIH23_LUNG,-5.14,antagonism
MK-1775,NVP-BEZ235,SW620_LARGE_INTESTINE,6.58,synergy
MK-1775,NVP-BEZ235,SW620_LARGE_INTESTINE,-7.21,antagonism
MK-1775,Y0217,SW620_LARGE_INTESTINE,16.03,synergy
MK-1775,Y0217,SW620_LARGE_INTESTINE,16.61,synergy
MK-1775,Y0217,SW620_LARGE_INTESTINE,20,synergy
L-778123,MK-1775,SW620_LARGE_INTESTINE,-7.14,antagonism
L-778123,ridaforolimus,SW620_LARGE_INTESTINE,-11.62,antagonism
MK-2206 dihydrochloride,ridaforolimus,SW620_LARGE_INTESTINE,-7.84,antagonism
MK-2206 dihydrochloride,ridaforolimus,SW620_LARGE_INTESTINE,-9.34,antagonism
niraparib,Y0217,SW620_LARGE_INTESTINE,6.68,synergy
niraparib,Y0217,SW620_LARGE_INTESTINE,7.49,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,SW620_LARGE_INTESTINE,8.47,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,SW620_LARGE_INTESTINE,6.9,synergy
niraparib,7-ethyl-10-hydroxycamptothecin,SW620_LARGE_INTESTINE,6.98,synergy
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,PC3_PROSTATE,-5.32,antagonism
raloxifene,5-fluorouracil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.01,synergy
raloxifene,everolimus,KM12_LARGE_INTESTINE,5.95,synergy
vinblastine sulfate,streptozotocine,MALME3M_SKIN,-6.44,antagonism
2-fluoroadenosine,everolimus,T47D_BREAST,-6.56,antagonism
NSC105014,bleomycin,MALME3M_SKIN,-8.13,antagonism
raloxifene,bleomycin,SW620_LARGE_INTESTINE,5.59,synergy
5-fluorouracil,bleomycin,KM12_LARGE_INTESTINE,-16.79,antagonism
doxorubicin hydrochloride,5-fluorouracil,HCT15_LARGE_INTESTINE,7.08,synergy
raloxifene,NSC132361,BT549_BREAST,5.12,synergy
5-fluorouracil,NSC132361,NCIH522_LUNG,-5.24,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,A498_KIDNEY,-6.34,antagonism
NSC132361,everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.58,antagonism
etoposide,NSC132361,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.11,synergy
NSC606869,bleomycin,HOP92_LUNG,-6.65,antagonism
NSC105014,streptozotocine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.1,antagonism
vinblastine sulfate,streptozotocine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.58,antagonism
raloxifene,vinblastine sulfate,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,21.31,synergy
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,HOP62_LUNG,-7.04,antagonism
raloxifene,NSC606869,UACC257_SKIN,5.03,synergy
NSC132361,doxorubicin hydrochloride,HCT116_LARGE_INTESTINE,-5.95,antagonism
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,DU145_PROSTATE,6.92,synergy
7-ethyl-10-hydroxycamptothecin,everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.62,antagonism
raloxifene,2-fluoroadenosine,DU145_PROSTATE,5.03,synergy
doxorubicin hydrochloride,raloxifene,HT29_LARGE_INTESTINE,6.64,synergy
2-fluoroadenosine,NSC606869,DU145_PROSTATE,5.16,synergy
NSC105014,Xeloda (Roche,BT549_BREAST,-11.62,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,NCIH2122_LUNG,-5.51,antagonism
raloxifene,5-fluorouracil,SKMEL5_SKIN,7.27,synergy
NSC132361,bleomycin,BT549_BREAST,-5.49,antagonism
2-fluoroadenosine,vinblastine sulfate,MALME3M_SKIN,-5.96,antagonism
etoposide,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.31,synergy
bleomycin,streptozotocine,IGROV1_OVARY,-6.96,antagonism
NSC132361,bleomycin,UACC62_SKIN,-8.58,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,KM12_LARGE_INTESTINE,-9.45,antagonism
2-fluoroadenosine,bleomycin,SF539_CENTRAL_NERVOUS_SYSTEM,-11.76,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,NCIH522_LUNG,-12.36,antagonism
everolimus,streptozotocine,SKMEL28_SKIN,-5.14,antagonism
2-fluoroadenosine,streptozotocine,HOP92_LUNG,5.44,synergy
everolimus,doxorubicin hydrochloride,UACC62_SKIN,-11.39,antagonism
NSC132361,7-ethyl-10-hydroxycamptothecin,786O_KIDNEY,-9.33,antagonism
NSC105014,NSC606869,HS578T_BREAST,-5.1,antagonism
NSC132361,bleomycin,NCIH2122_LUNG,-5.52,antagonism
NSC132361,NSC606869,U251MG_CENTRAL_NERVOUS_SYSTEM,6.03,synergy
2-fluoroadenosine,doxorubicin hydrochloride,SKMEL5_SKIN,-5.14,antagonism
vinblastine sulfate,Xeloda (Roche,HT29_LARGE_INTESTINE,9.53,synergy
vinblastine sulfate,NSC606869,SF295_CENTRAL_NERVOUS_SYSTEM,5.91,synergy
NSC105014,7-ethyl-10-hydroxycamptothecin,SKMEL28_SKIN,-6.01,antagonism
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,MDAMB435S_SKIN,-6.39,antagonism
etoposide,bleomycin,HOP92_LUNG,-5.88,antagonism
NSC606869,doxorubicin hydrochloride,HOP92_LUNG,-5.49,antagonism
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,U251MG_CENTRAL_NERVOUS_SYSTEM,8.14,synergy
everolimus,vinblastine sulfate,MDAMB468_BREAST,-7.27,antagonism
raloxifene,7-ethyl-10-hydroxycamptothecin,IGROV1_OVARY,-6.79,antagonism
doxorubicin hydrochloride,bleomycin,HOP62_LUNG,-14.9,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,LOXIMVI_SKIN,-7.11,antagonism
doxorubicin hydrochloride,vinblastine sulfate,IGROV1_OVARY,-7.25,antagonism
NSC105014,vinblastine sulfate,NCIH2122_LUNG,-5.74,antagonism
7-ethyl-10-hydroxycamptothecin,streptozotocine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.28,synergy
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,SKMEL5_SKIN,-7.92,antagonism
NSC105014,doxorubicin hydrochloride,PC3_PROSTATE,-7.19,antagonism
NSC606869,bleomycin,A498_KIDNEY,-5.49,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,NCIH460_LUNG,-6.23,antagonism
2-fluoroadenosine,Xeloda (Roche,A549_LUNG,5.78,synergy
raloxifene,vinblastine sulfate,CAKI1_KIDNEY,6.94,synergy
7-ethyl-10-hydroxycamptothecin,everolimus,BT549_BREAST,-6.05,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,IGROV1_OVARY,-6.32,antagonism
NSC105014,bleomycin,HT29_LARGE_INTESTINE,-7.57,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,786O_KIDNEY,-8.94,antagonism
everolimus,bleomycin,BT549_BREAST,-9.6,antagonism
NSC105014,streptozotocine,HOP92_LUNG,-9.36,antagonism
doxorubicin hydrochloride,streptozotocine,MDAMB435S_SKIN,5.29,synergy
NSC105014,doxorubicin hydrochloride,U251MG_CENTRAL_NERVOUS_SYSTEM,-10.68,antagonism
everolimus,doxorubicin hydrochloride,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.05,antagonism
raloxifene,vinblastine sulfate,MALME3M_SKIN,6.53,synergy
raloxifene,2-fluoroadenosine,LOXIMVI_SKIN,-5.29,antagonism
raloxifene,etoposide,SKMEL28_SKIN,-6.01,antagonism
raloxifene,NSC606869,MDAMB435S_SKIN,-5.12,antagonism
raloxifene,NSC105014,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.67,antagonism
NSC105014,bleomycin,NCIH460_LUNG,-5.85,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,KM12_LARGE_INTESTINE,-11.07,antagonism
raloxifene,vinblastine sulfate,T47D_BREAST,-8.44,antagonism
raloxifene,Xeloda (Roche,ACHN_KIDNEY,5.21,synergy
raloxifene,vinblastine sulfate,A549_LUNG,11.86,synergy
NSC105014,doxorubicin hydrochloride,NCIH460_LUNG,-5.93,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,SKOV3_OVARY,-8.61,antagonism
doxorubicin hydrochloride,raloxifene,SKMEL5_SKIN,-7.92,antagonism
NSC105014,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.37,antagonism
NSC606869,bleomycin,HOP62_LUNG,-9.03,antagonism
5-fluorouracil,bleomycin,U251MG_CENTRAL_NERVOUS_SYSTEM,-11.47,antagonism
NSC132361,Xeloda (Roche,KM12_LARGE_INTESTINE,7.49,synergy
2-fluoroadenosine,NSC606869,SKMEL5_SKIN,-7.06,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.29,antagonism
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,29.49,synergy
7-ethyl-10-hydroxycamptothecin,bleomycin,NCIH2122_LUNG,-6.58,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,MALME3M_SKIN,-7.35,antagonism
everolimus,doxorubicin hydrochloride,NCIH460_LUNG,5.58,synergy
doxorubicin hydrochloride,bleomycin,OVCAR8_OVARY,-5.71,antagonism
NSC105014,NSC606869,A549_LUNG,-8.14,antagonism
everolimus,bleomycin,MDAMB231_BREAST,-5.78,antagonism
NSC132361,streptozotocine,HOP62_LUNG,6.25,synergy
everolimus,vinblastine sulfate,HCT15_LARGE_INTESTINE,11.65,synergy
Xeloda (Roche,doxorubicin hydrochloride,SF539_CENTRAL_NERVOUS_SYSTEM,-11.36,antagonism
7-ethyl-10-hydroxycamptothecin,streptozotocine,CAKI1_KIDNEY,-7.71,antagonism
raloxifene,vinblastine sulfate,HS578T_BREAST,6.94,synergy
7-ethyl-10-hydroxycamptothecin,streptozotocine,MDAMB231_BREAST,-5.32,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,MDAMB231_BREAST,-9.92,antagonism
Xeloda (Roche,doxorubicin hydrochloride,MALME3M_SKIN,-7.85,antagonism
doxorubicin hydrochloride,vinblastine sulfate,A498_KIDNEY,-8.97,antagonism
NSC105014,streptozotocine,SKMEL28_SKIN,-7.91,antagonism
doxorubicin hydrochloride,etoposide,SW620_LARGE_INTESTINE,10.61,synergy
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,MDAMB468_BREAST,7.7,synergy
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,MCF7_BREAST,-8.47,antagonism
raloxifene,2-fluoroadenosine,HOP62_LUNG,-6.46,antagonism
doxorubicin hydrochloride,bleomycin,UO31_KIDNEY,-8.47,antagonism
everolimus,bleomycin,SW620_LARGE_INTESTINE,-6.88,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,HCT15_LARGE_INTESTINE,-5.56,antagonism
NSC606869,bleomycin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.15,synergy
NSC606869,everolimus,NCIH23_LUNG,-9.53,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,UO31_KIDNEY,-6.85,antagonism
NSC105014,Xeloda (Roche,MALME3M_SKIN,-8.61,antagonism
doxorubicin hydrochloride,bleomycin,KM12_LARGE_INTESTINE,-14.44,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,SW620_LARGE_INTESTINE,-6.89,antagonism
NSC606869,bleomycin,SKOV3_OVARY,-6.04,antagonism
NSC132361,7-ethyl-10-hydroxycamptothecin,SF295_CENTRAL_NERVOUS_SYSTEM,-6.94,antagonism
NSC105014,NSC606869,NCIH522_LUNG,-6.17,antagonism
